StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,RP1a,RP1a_9_TEXT,RP1b_1,RP1b_2,RP1b_3,RP1b_4,RP1b_5,RP1b_6,RP1b_7,RP1b_8,RP1c,RP1d,RP1e,Q2a,Q2a_7_TEXT,Q2b,Q2c_1,Q2c_2,Q2c_3,Q2c_4,Q2c_5,Q2c_6,Q2d,Q2e,Q3a,Q3b,Q3c,Q3c_11_TEXT,Q3d,Q3d_11_TEXT,Q3e,Q3e_9_TEXT,Q4a,Q4b,Q4c,Q4d,Q4e,Q5a,Q5b,Q5c,Q5d,Q5e
2025-04-13 18:45:47,2025-04-13 18:55:10,IP Address,134.65.36.193,100,563,True,2025-04-13 18:55:11,R_7XakOSd0Xo6FBHI,,,,,40.772,-89.6572,anonymous,EN,Male,Yes,29,At least once a month,Less than 10 minutes away,Slightly Disagree,Slightly Agree,Strongly Agree,Neither agree nor disagree,"Pool table,Card games,Friendly staff,Easy to socialize with other customers,Easy to network with other professionals",,1,2,3,4,6,5,7,8,"Not having someone to go with,Difficult to talk to others in the taproom,Poor customer service","Good music playing,Joining a game,Friendliness of staff","Friendliness of staff,Easy to socialize with others,Variety of food options,Outdoor seating,Live music,Happy hour specials,Large TV screens for sports games",To try new and unique craft beers,,Important – I prefer a familiar experience,,,,,,,"Maybe, if the event aligns with my interests",Excellent Beer and Friendly Staff,"Yes, I haven’t attended yet but I’m interested.",,"Atmosphere and venue ambiance,High quality of drinks,High quality of food,Convenience of location,Convenience of timing",,,,,,Slightly important,Rarely,Neutral,"Pre-packaged Snacks (e.g., chips, nuts)",Yes,No,A great deal,Very interested,,"Ability to suggest me some great beers according to my taste. "
2025-04-13 20:26:42,2025-04-13 20:32:00,IP Address,71.235.57.128,100,318,True,2025-04-13 20:32:01,R_7uUwdEgKAKxtfIO,,,,,42.3244,-71.1706,anonymous,EN,Male,Yes,23,At least once a month,Between 10 and 30 minutes,Slightly Agree,Slightly Agree,Neither agree nor disagree,Slightly Agree,"Pool table,Karaoke available,Darts,Friendly staff,Loyalty program (e.g., personalized rewards, discounts, etc.),Easy to network with other professionals",,3,1,2,5,6,4,7,8,"Not having someone to go with,Difficult to talk to others in the taproom,Poor customer service",Group activities to do with others present,"Games available,Variety of food options,Live music",To try new and unique craft beers,,Somewhat important – I like a balance of new and familiar elements,Somewhat likely,Neither likely nor unlikely,Neither likely nor unlikely,Somewhat likely,Somewhat likely,Somewhat likely,"Maybe, if the event aligns with my interests",Taste,"Yes, I haven’t attended yet but I’m interested.",,"High quality of drinks,High quality of food,Convenience of location",,,,,,Very Important,Most of the time,Neutral,"Warm-prepared Snacks (e.g., popcorn, soft pretzels)",Yes,No,A little,Slightly interested,,Customer feedback
2025-04-13 21:44:16,2025-04-13 21:45:03,IP Address,155.33.133.48,100,46,True,2025-04-13 21:45:03,R_5gUEEeQQRgf1aV5,,,,,42.3253,-71.0951,anonymous,EN,Male,Yes,24,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-13 22:18:39,2025-04-13 22:23:21,IP Address,73.143.131.114,100,281,True,2025-04-13 22:23:22,R_52LkOrFJOK9QzUp,,,,,42.364,-71.0265,anonymous,EN,Male,Yes,23,At least once a month,Less than 10 minutes away,Slightly Agree,Slightly Agree,Strongly Disagree,Slightly Agree,"Pool table,Card games,Karaoke available,Friendly staff,Easy to socialize with other customers,Easy to network with other professionals",,,,,,,,,,No music,"Being introduced by someone else,Joining a game,Friendliness of staff","Friendliness of staff,Games available,Easy to socialize with others,Outdoor seating,Live music,Large TV screens for sports games","To attend special events (e.g., festivals, themed nights)",,Important – I prefer a familiar experience,Neither likely nor unlikely,Somewhat likely,Extremely likely,Extremely likely,Somewhat likely,Extremely likely,"Maybe, if the event aligns with my interests",,"Yes, I haven’t attended yet but I’m interested.",,"Atmosphere and venue ambiance,Quality of live music performances,High quality of food,Social experience and opportunity to meet new people,Convenience of location,Convenience of timing,Being a fan of the band or specific artists performing",,,,,,Moderately Important,Sometimes,Neutral,"Warm-prepared Snacks (e.g., popcorn, soft pretzels),Sweets (e.g., candies, cookies, chocolate)",Maybe,Yes,A moderate amount,Moderately interested,Neutral,
2025-04-13 22:25:38,2025-04-13 22:26:35,IP Address,24.60.196.192,100,56,True,2025-04-13 22:26:35,R_1ypzHtbYvL45BsW,,,,,42.3399,-71.1245,anonymous,EN,Female,Yes,25,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-13 22:39:43,2025-04-13 22:48:14,IP Address,24.218.29.181,100,511,True,2025-04-13 22:48:15,R_53dj8qb7t4emAmZ,,,,,42.2904,-71.0712,anonymous,EN,Male,Yes,26,At least once a month,Between 10 and 30 minutes,Slightly Agree,Strongly Agree,Strongly Disagree,Slightly Agree,"Pool table,Friendly staff,Easy to socialize with other customers,Loyalty program (e.g., personalized rewards, discounts, etc.),Easy to network with other professionals",,8,1,2,4,5,7,3,6,"Not having someone to go with,Poor customer service,No rewards program","Joining a game,Playing competitive trivia,Friendliness of staff","Friendliness of staff,Games available,Easy to socialize with others,Variety of food options,Happy hour specials,Large TV screens for sports games",To relax and unwind,,Somewhat important – I like a balance of new and familiar elements,Extremely unlikely,Somewhat unlikely,Somewhat unlikely,Somewhat likely,Extremely likely,Extremely likely,"Maybe, if the event aligns with my interests",,"Yes, I haven’t attended yet but I’m interested.",,"Atmosphere and venue ambiance,Quality of live music performances,High quality of food,Special promotions or discounts during the event,Convenience of location,Convenience of timing",,,,,,Very Important,Everytime,Very Likely,"Warm-prepared Snacks (e.g., popcorn, soft pretzels)",Yes,Yes,A lot,Very interested,Very satisfied,
2025-04-13 23:21:26,2025-04-13 23:23:49,IP Address,155.33.132.45,100,142,True,2025-04-13 23:23:49,R_3LnFUOH7Mf3YhGC,,,,,42.3253,-71.0951,anonymous,EN,Male,Yes,25,At least once a year,Between 10 and 30 minutes,Slightly Agree,Slightly Agree,Neither agree nor disagree,Strongly Agree,"Card games,Karaoke available",,1,2,6,4,3,5,7,8,"Not having someone to go with,Difficult to talk to others in the taproom","Being introduced by someone else,Good music playing","Games available,Easy to socialize with others,Variety of food options",To socialize with friends/family,,Important – I prefer a familiar experience,Somewhat likely,Extremely likely,Somewhat likely,Extremely likely,Somewhat likely,Extremely likely,"Yes, I value community-focused experiences",,Yes; I have attended before,Excellent,"Atmosphere and venue ambiance,Quality of live music performances,High quality of drinks,High quality of food,Special promotions or discounts during the event,Convenience of location",,,,,,Extremely Important,Everytime,Very Likely,"Pre-packaged Snacks (e.g., chips, nuts),Warm-prepared Snacks (e.g., popcorn, soft pretzels)",Maybe,No,A moderate amount,Moderately interested,,
2025-04-14 07:32:31,2025-04-14 07:35:48,IP Address,71.233.188.183,100,197,True,2025-04-14 07:35:49,R_3Cp8wdcVvZRJu16,,,,,42.2796,-71.1282,anonymous,EN,Male,Yes,26,At least once a month,Between 10 and 30 minutes,Slightly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,"Pool table,Karaoke available,Friendly staff,Easy to socialize with other customers,Loyalty program (e.g., personalized rewards, discounts, etc.),Easy to network with other professionals",,8,1,2,4,5,6,3,7,"Not having someone to go with,No food","Being introduced by someone else,Joining a game,Friendliness of staff,Group activities to do with others present","Games available,Easy to socialize with others,Variety of food options,Outdoor seating,Live music,Happy hour specials,Large TV screens for sports games",To relax and unwind,,Somewhat important – I like a balance of new and familiar elements,Somewhat likely,Extremely likely,Somewhat likely,Somewhat likely,Extremely likely,Neither likely nor unlikely,"Maybe, if the event aligns with my interests",,"Yes, I haven’t attended yet but I’m interested.",,"Atmosphere and venue ambiance,Quality of live music performances,High quality of drinks,High quality of food,Social experience and opportunity to meet new people,Convenience of location,Convenience of timing,Being a fan of the band or specific artists performing",,,,,,Moderately Important,Most of the time,Neutral,"Pre-packaged Snacks (e.g., chips, nuts),Warm-prepared Snacks (e.g., popcorn, soft pretzels)",Maybe,No,A little,Moderately interested,,
2025-04-14 09:51:22,2025-04-14 09:57:02,IP Address,76.19.171.200,100,339,True,2025-04-14 09:57:03,R_6cZjQqEKBsFoVw8,,,,,42.3498,-71.0765,anonymous,EN,Male,Yes,29,At least once a month,Less than 10 minutes away,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,"Friendly staff,Easy to socialize with other customers,Loyalty program (e.g., personalized rewards, discounts, etc.),Easy to network with other professionals",,3,2,1,4,5,8,6,7,"Not having someone to go with,Poor customer service,No music,No food","Good music playing,Joining a game,Friendliness of staff","Friendliness of staff,Easy to socialize with others,Variety of food options,Outdoor seating,Live music,Happy hour specials,Large TV screens for sports games",To relax and unwind,,Important – I prefer a familiar experience,Extremely unlikely,Extremely unlikely,Extremely unlikely,Extremely unlikely,Extremely unlikely,Extremely unlikely,"Yes, I value community-focused experiences",,Yes; I have attended before,Excellent,"Atmosphere and venue ambiance,Quality of live music performances,Variety of performers,High quality of drinks,High quality of food,Social experience and opportunity to meet new people,Special promotions or discounts during the event,Convenience of location,Convenience of timing,Being a fan of the band or specific artists performing",,,,,,Extremely Important,Everytime,Very Likely,"Pre-packaged Snacks (e.g., chips, nuts),Warm-prepared Snacks (e.g., popcorn, soft pretzels)",Yes,Yes,A moderate amount,Very interested,Very satisfied,
2025-04-14 10:10:01,2025-04-14 10:16:23,IP Address,73.47.11.62,100,381,True,2025-04-14 10:16:23,R_17y8XQkERj0FL9t,,,,,42.3268,-71.1341,anonymous,EN,Male,Yes,25,At least once a week,Less than 10 minutes away,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,"Pool table,Card games,Karaoke available,Darts,Friendly staff,Easy to socialize with other customers,Loyalty program (e.g., personalized rewards, discounts, etc.),Easy to network with other professionals",,1,8,2,7,5,3,6,4,"Difficult to talk to others in the taproom,Poor customer service,No rewards program,No music,No food","Being introduced by someone else,Good music playing,Joining a game,Playing competitive trivia,Friendliness of staff,Group activities to do with others present","Friendliness of staff,Games available,Easy to socialize with others,Variety of food options,Outdoor seating,Live music,Happy hour specials,Large TV screens for sports games",To relax and unwind,,Important – I prefer a familiar experience,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,"Yes, I value community-focused experiences",NA,Yes; I have attended before,Good,"Atmosphere and venue ambiance,Quality of live music performances,Variety of performers,High quality of drinks,High quality of food,Social experience and opportunity to meet new people,Special promotions or discounts during the event,Convenience of location,Convenience of timing,Being a fan of the band or specific artists performing",,,,,,Extremely Important,Everytime,Very Likely,"Pre-packaged Snacks (e.g., chips, nuts),Warm-prepared Snacks (e.g., popcorn, soft pretzels),Sweets (e.g., candies, cookies, chocolate)",Yes,Yes,A moderate amount,Very interested,Somewhat satisfied,Ease of use
2025-04-14 11:54:34,2025-04-14 11:56:02,IP Address,155.33.134.12,100,88,True,2025-04-14 11:56:03,R_5uNSO92cGXunX6E,,,,,42.3253,-71.0951,anonymous,EN,Male,Yes,25,At least once a year,Between 10 and 30 minutes,Neither agree nor disagree,Slightly Agree,Slightly Agree,Slightly Agree,Card games,,,,,,,,,,"Difficult to talk to others in the taproom,Poor customer service",Being introduced by someone else,Variety of food options,To relax and unwind,,Important – I prefer a familiar experience,Somewhat unlikely,Neither likely nor unlikely,Somewhat likely,Neither likely nor unlikely,Extremely likely,Somewhat likely,"Maybe, if the event aligns with my interests",,Yes; I have attended before,Good,Quality of live music performances,,,,,,Very Important,Most of the time,Likely,"Pre-packaged Snacks (e.g., chips, nuts)",Yes,Yes,A little,Slightly interested,Very dissatisfied,
2025-04-14 11:52:57,2025-04-14 12:08:31,IP Address,76.152.115.12,100,934,True,2025-04-14 12:08:32,R_6LTImyidx04V7Ox,,,,,42.2743,-71.0972,anonymous,EN,Female,Yes,26,At least once a year,More than 30 minutes away,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,,,3,1,2,7,6,4,5,8,"Not having someone to go with,Difficult to talk to others in the taproom,Poor customer service,No music,No food","Being introduced by someone else,Good music playing,Group activities to do with others present","Friendliness of staff,Games available,Easy to socialize with others,Variety of food options,Outdoor seating,Live music,Happy hour specials,Large TV screens for sports games",To socialize with friends/family,,Somewhat important – I like a balance of new and familiar elements,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,"Maybe, if the event aligns with my interests",,"Yes, I haven’t attended yet but I’m interested.",,"Atmosphere and venue ambiance,High quality of drinks,High quality of food,Convenience of location,Convenience of timing",,,,,,Extremely Important,Everytime,Very Likely,"Warm-prepared Snacks (e.g., popcorn, soft pretzels),Sweets (e.g., candies, cookies, chocolate)",Maybe,No,A moderate amount,Moderately interested,,
2025-04-14 12:08:46,2025-04-14 12:11:24,IP Address,155.33.134.32,100,158,True,2025-04-14 12:11:25,R_5spG9FpbxWrBOwM,,,,,42.3253,-71.0951,anonymous,EN,Male,Yes,25,At least once a week,Between 10 and 30 minutes,Slightly Agree,Slightly Agree,Neither agree nor disagree,Neither agree nor disagree,"Pool table,Friendly staff",,4,7,1,3,5,6,2,8,Not having someone to go with,Good music playing,Games available,To meet new people,,Important – I prefer a familiar experience,Neither likely nor unlikely,Somewhat unlikely,Neither likely nor unlikely,Somewhat unlikely,Neither likely nor unlikely,Somewhat unlikely,"Maybe, if the event aligns with my interests",,Yes; I have attended before,Good,Quality of live music performances,,,,,,Very Important,Most of the time,Neutral,"Pre-packaged Snacks (e.g., chips, nuts),Warm-prepared Snacks (e.g., popcorn, soft pretzels),Sweets (e.g., candies, cookies, chocolate)",Maybe,No,A little,Moderately interested,,
2025-04-14 12:04:36,2025-04-14 12:13:59,IP Address,155.33.134.19,100,563,True,2025-04-14 12:14:00,R_5ptJTbiEvcznqOV,,,,,42.3253,-71.0951,anonymous,EN,Male,Yes,26,At least once a year,Less than 10 minutes away,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,"Karaoke available,Easy to network with other professionals",,6,4,5,7,2,1,3,8,"Not having someone to go with,Difficult to talk to others in the taproom,Poor customer service,No music,No food","Being introduced by someone else,Good music playing,Joining a game,Friendliness of staff,Group activities to do with others present","Friendliness of staff,Games available,Easy to socialize with others,Variety of food options,Outdoor seating,Live music,Large TV screens for sports games",To try new and unique craft beers,,Somewhat important – I like a balance of new and familiar elements,Somewhat likely,Extremely likely,Extremely likely,Extremely likely,Somewhat likely,Extremely likely,"Yes, I value community-focused experiences",,"Yes, I haven’t attended yet but I’m interested.",,"Atmosphere and venue ambiance,Quality of live music performances,Variety of performers,High quality of drinks,High quality of food,Social experience and opportunity to meet new people,Special promotions or discounts during the event,Convenience of location,Convenience of timing,Being a fan of the band or specific artists performing",,,,,,Very Important,Everytime,Very Likely,"Pre-packaged Snacks (e.g., chips, nuts),Warm-prepared Snacks (e.g., popcorn, soft pretzels)",Yes,No,A little,Very interested,,
2025-04-14 12:05:17,2025-04-14 12:16:21,IP Address,155.33.133.32,100,664,True,2025-04-14 12:16:22,R_7mywkPrIDFtC7Kh,,,,,42.3253,-71.0951,anonymous,EN,Female,Yes,25,At least once a year,Between 10 and 30 minutes,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,"Pool table,Card games,Friendly staff",,3,1,2,5,6,4,7,8,"Not having someone to go with,No music,No food","Good music playing,Joining a game,Playing competitive trivia,Group activities to do with others present","Friendliness of staff,Games available,Variety of food options,Outdoor seating,Live music",To socialize with friends/family,,Somewhat important – I like a balance of new and familiar elements,Somewhat likely,Somewhat likely,Neither likely nor unlikely,Neither likely nor unlikely,Somewhat likely,Somewhat likely,"Yes, I value community-focused experiences",Fun Games,"Yes, I haven’t attended yet but I’m interested.",,"Atmosphere and venue ambiance,High quality of drinks,High quality of food,Convenience of location,Being a fan of the band or specific artists performing",,,,,,Moderately Important,Most of the time,Likely,"Pre-packaged Snacks (e.g., chips, nuts),Sweets (e.g., candies, cookies, chocolate)",Yes,No,A little,Slightly interested,,Recommendations for a beginner as per specifications.
2025-04-14 12:22:50,2025-04-14 12:23:14,IP Address,172.56.198.224,100,23,True,2025-04-14 12:23:14,R_5n8yAYGXmNYq2Q5,,,,,42.428,-71.0618,anonymous,EN,Male,Yes,22,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-14 12:23:13,2025-04-14 12:26:58,IP Address,155.33.132.27,100,224,True,2025-04-14 12:26:59,R_7TRyUkc6CW6Y1XB,,,,,42.3253,-71.0951,anonymous,EN,Male,Yes,25,At least once a month,Between 10 and 30 minutes,Strongly Agree,Strongly Agree,Slightly Agree,Strongly Agree,"Pool table,Card games,Karaoke available,Darts,Friendly staff,Easy to socialize with other customers,Loyalty program (e.g., personalized rewards, discounts, etc.),Easy to network with other professionals",,1,2,3,4,5,6,7,8,"Not having someone to go with,Poor customer service","Being introduced by someone else,Good music playing,Joining a game,Playing competitive trivia,Friendliness of staff,Group activities to do with others present","Friendliness of staff,Games available,Easy to socialize with others,Variety of food options,Outdoor seating,Live music,Happy hour specials,Large TV screens for sports games",To try new and unique craft beers,,Somewhat important – I like a balance of new and familiar elements,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,"Maybe, if the event aligns with my interests",Seasonal Drinks,Yes; I have attended before,Excellent,"Atmosphere and venue ambiance,Quality of live music performances,High quality of food",,,,,,Extremely Important,Everytime,Very Likely,"Pre-packaged Snacks (e.g., chips, nuts),Warm-prepared Snacks (e.g., popcorn, soft pretzels),Sweets (e.g., candies, cookies, chocolate)",Maybe,Yes,A moderate amount,Slightly interested,Neutral,Recommendation of drinks
2025-04-14 13:11:50,2025-04-14 13:15:34,IP Address,155.33.132.42,100,223,True,2025-04-14 13:15:34,R_7DYHWN15JWnM4O3,,,,,42.3253,-71.0951,anonymous,EN,Male,Yes,25,At least once a month,Between 10 and 30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Pool table,Darts",,1,2,3,7,5,4,6,8,"Poor customer service,No music,No food","Being introduced by someone else,Good music playing,Joining a game,Group activities to do with others present","Friendliness of staff,Games available,Easy to socialize with others,Variety of food options,Outdoor seating,Live music",To try new and unique craft beers,,Somewhat important – I like a balance of new and familiar elements,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,"Yes, I value community-focused experiences",Good service,Yes; I have attended before,Excellent,"Atmosphere and venue ambiance,Quality of live music performances,Variety of performers,High quality of drinks,High quality of food,Social experience and opportunity to meet new people,Convenience of location,Convenience of timing",,,,,,Very Important,Most of the time,Likely,"Pre-packaged Snacks (e.g., chips, nuts)",Yes,Yes,A lot,Very interested,Neutral,summary of reviews
2025-04-14 12:37:31,2025-04-14 13:45:19,IP Address,155.33.134.53,100,4068,True,2025-04-14 13:45:20,R_1eqKmwyRUn7m21G,,,,,42.3253,-71.0951,anonymous,EN,Female,Yes,28,At least once a year,More than 30 minutes away,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,"Card games,Darts,Friendly staff",,8,3,2,4,5,1,6,7,Difficult to talk to others in the taproom,"Good music playing,Joining a game,Friendliness of staff","Games available,Outdoor seating",To relax and unwind,,Important – I prefer a familiar experience,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,"Yes, I value community-focused experiences",,Yes; I have attended before,Good,"Atmosphere and venue ambiance,Quality of live music performances,High quality of food",,,,,,Extremely Important,Everytime,Likely,"Warm-prepared Snacks (e.g., popcorn, soft pretzels)",No,No,A little,Moderately interested,,
2025-04-14 14:28:17,2025-04-14 14:28:45,IP Address,155.33.135.3,100,27,True,2025-04-14 14:28:45,R_1zAPUxQm0nel270,,,,,42.3253,-71.0951,anonymous,EN,Prefer not to say,Yes,Prefer Not To Tell,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-14 14:56:15,2025-04-14 14:59:28,IP Address,155.33.132.47,100,192,True,2025-04-14 14:59:28,R_67lwQ2ebXeky8YV,,,,,42.3253,-71.0951,anonymous,EN,Male,Yes,24,At least once a week,Between 10 and 30 minutes,Slightly Agree,Neither agree nor disagree,Strongly Agree,Slightly Agree,"Pool table,Card games,Easy to socialize with other customers",,5,1,2,6,4,3,7,8,"Not having someone to go with,Poor customer service,No music,No food","Good music playing,Friendliness of staff","Easy to socialize with others,Outdoor seating,Live music,Happy hour specials,Large TV screens for sports games",To meet new people,,Somewhat important – I like a balance of new and familiar elements,Neither likely nor unlikely,Somewhat unlikely,Somewhat likely,Neither likely nor unlikely,Somewhat unlikely,Somewhat likely,"Maybe, if the event aligns with my interests",,Yes; I have attended before,Excellent,"Atmosphere and venue ambiance,High quality of drinks,High quality of food,Convenience of location,Convenience of timing",,,,,,Moderately Important,Sometimes,Likely,"Warm-prepared Snacks (e.g., popcorn, soft pretzels)",Maybe,Yes,A little,Slightly interested,Neutral,
2025-04-14 15:03:40,2025-04-14 15:05:44,IP Address,155.33.135.1,100,123,True,2025-04-14 15:05:45,R_3Fx1shZTBOAbvbp,,,,,42.3253,-71.0951,anonymous,EN,Male,Yes,24,At least once a week,Less than 10 minutes away,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,"Pool table,Karaoke available,Friendly staff,Easy to socialize with other customers,Easy to network with other professionals",,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,"Yes, I haven’t attended yet but I’m interested.",,"Atmosphere and venue ambiance,Quality of live music performances,Variety of performers,Social experience and opportunity to meet new people,Convenience of location,Being a fan of the band or specific artists performing",,,,,,Extremely Important,Everytime,Neutral,"Warm-prepared Snacks (e.g., popcorn, soft pretzels)",Yes,Yes,A moderate amount,Moderately interested,,
2025-04-14 15:14:18,2025-04-14 15:18:17,IP Address,155.33.134.23,100,239,True,2025-04-14 15:18:18,R_3Pd8uV1TL05ISLR,,,,,42.3253,-71.0951,anonymous,EN,Male,Yes,25,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-14 15:28:10,2025-04-14 15:37:11,IP Address,155.33.135.55,100,540,True,2025-04-14 15:37:11,R_71pc60GDrWXRSOe,,,,,42.3253,-71.0951,anonymous,EN,Male,Yes,28,At least once a month,Between 10 and 30 minutes,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,"Card games,Friendly staff,Easy to socialize with other customers,Loyalty program (e.g., personalized rewards, discounts, etc.),Easy to network with other professionals",,3,1,6,4,2,8,5,7,"Not having someone to go with,Poor customer service,No music,No food","Being introduced by someone else,Good music playing,Joining a game,Friendliness of staff","Friendliness of staff,Easy to socialize with others,Variety of food options,Live music,Large TV screens for sports games",To relax and unwind,,Somewhat important – I like a balance of new and familiar elements,Neither likely nor unlikely,Neither likely nor unlikely,Somewhat likely,Somewhat likely,Somewhat likely,Extremely likely,"Yes, I value community-focused experiences",Good staff,Yes; I have attended before,Good,"Atmosphere and venue ambiance,Quality of live music performances,Variety of performers,High quality of drinks,High quality of food,Convenience of location,Convenience of timing",,,,,,Not at all important,Sometimes,Unlikely,"Pre-packaged Snacks (e.g., chips, nuts),Warm-prepared Snacks (e.g., popcorn, soft pretzels),Sweets (e.g., candies, cookies, chocolate)",Yes,Yes,A moderate amount,Moderately interested,Neutral,"TO suggest which is best "
2025-04-14 16:30:58,2025-04-14 16:31:28,IP Address,136.27.21.111,100,30,True,2025-04-14 16:31:28,R_6n6AqTBT2nPdnxr,,,,,47.6137,-122.3104,anonymous,EN,Female,Yes,30,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-14 18:35:14,2025-04-14 18:42:50,IP Address,72.192.112.3,100,456,True,2025-04-14 18:42:51,R_3CmhtP5Y4aJj9Q4,,,,,36.0934,-95.8791,anonymous,EN,Non-binary or other gender,Yes,25,At least once a week,Less than 10 minutes away,Strongly Agree,Strongly Agree,Slightly Agree,Strongly Agree,"Card games,Friendly staff,Other",I do pop up events at breweries where I draw caricatures of people’s pets,3,2,1,8,6,4,5,7,Poor customer service,"Being introduced by someone else,Good music playing,Joining a game,Playing competitive trivia,Friendliness of staff,Group activities to do with others present","Friendliness of staff,Games available,Easy to socialize with others,Variety of food options,Outdoor seating,Live music,Happy hour specials","To attend special events (e.g., festivals, themed nights)",,Important – I prefer a familiar experience,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,"Yes, I value community-focused experiences","Easy to find events happening there ",Yes; I have attended before,Excellent,"Atmosphere and venue ambiance,Quality of live music performances,Variety of performers,Convenience of location,Convenience of timing,Being a fan of the band or specific artists performing",,,,,,Slightly important,Never,Likely,"Warm-prepared Snacks (e.g., popcorn, soft pretzels),Sweets (e.g., candies, cookies, chocolate),Cold Bites (e.g., cheese, cured meats)",Yes,No,Not at all,Not interested,,To answer specific questions about pricing or events
2025-04-14 20:02:59,2025-04-14 20:16:55,IP Address,173.76.191.185,100,835,True,2025-04-14 20:16:55,R_1NVv7Otp0Q63HWi,,,,,42.428,-71.0618,anonymous,EN,Female,Yes,24,At least once a year,More than 30 minutes away,Slightly Agree,Slightly Agree,Strongly Disagree,Strongly Agree,"Karaoke available,Easy to socialize with other customers,Easy to network with other professionals",,2,1,5,6,3,4,7,8,"Not having someone to go with,Difficult to talk to others in the taproom","Being introduced by someone else,Good music playing,Joining a game,Group activities to do with others present","Easy to socialize with others,Variety of food options,Outdoor seating,Live music,Happy hour specials,Large TV screens for sports games",To relax and unwind,,Somewhat important – I like a balance of new and familiar elements,Extremely likely,Extremely likely,Neither likely nor unlikely,Somewhat likely,Extremely likely,Somewhat likely,"Maybe, if the event aligns with my interests",,"Yes, I haven’t attended yet but I’m interested.",,"Atmosphere and venue ambiance,Quality of live music performances,Variety of performers,Social experience and opportunity to meet new people,Convenience of location,Convenience of timing",,,,,,Moderately Important,Sometimes,Likely,"Cold Bites (e.g., cheese, cured meats)",Maybe,Yes,A lot,Moderately interested,,
2025-04-15 00:56:41,2025-04-15 00:57:02,IP Address,73.69.153.43,100,20,True,2025-04-15 00:57:02,R_7i5wSElIKunyH1F,,,,,42.3388,-71.0726,anonymous,EN,Male,Yes,23,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-15 05:43:02,2025-04-15 05:43:16,IP Address,96.230.100.132,100,14,True,2025-04-15 05:43:16,R_1fkujkxAXdFYXzu,,,,,42.415,-71.1061,anonymous,EN,Male,Yes,28,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
